,title,release_date,genres,mpaa,budget_cost,total_gross,runtime,release_month,release_year,world_gross,domestic_gross,month_year,genre_1
2323,Outside In,"Mar 30, 2018",['Drama'],,,"{'domestic_gross': 68492, 'worldwide_gross': 68492}",1 hr 49 min,Mar,2018,68492,68492,Mar 2018,Drama
2324,Where Hands Touch,"Sep 14, 2018","['Drama', 'Romance', 'War']",PG-13,,"{'domestic_gross': 67743, 'worldwide_gross': 128269}",2 hr 2 min,Sep,2018,128269,67743,Sep 2018,Drama
2325,Under the Tree,"Jul 6, 2018","['Comedy', 'Drama', 'Mystery', 'Thriller']",,,"{'domestic_gross': 67596, 'worldwide_gross': 944991}",1 hr 29 min,Jul,2018,944991,67596,Jul 2018,Comedy
2326,Making the Five Heartbeats,"Aug 27, 2018",['Documentary'],PG-13,,"{'domestic_gross': 67415, 'worldwide_gross': 67415}",1 hr 25 min,Aug,2018,67415,67415,Aug 2018,Documentary
2327,The Doctor from India,"Apr 20, 2018",['Documentary'],,,"{'domestic_gross': 67136, 'worldwide_gross': 67136}",1 hr 29 min,Apr,2018,67136,67136,Apr 2018,Documentary
2328,Chef Flynn,"Nov 9, 2018",['Documentary'],,,"{'domestic_gross': 68407, 'worldwide_gross': 69542}",1 hr 22 min,Nov,2018,69542,68407,Nov 2018,Documentary
2329,"3100, Run and Become","Aug 17, 2018",['Documentary'],,,"{'domestic_gross': 65524, 'worldwide_gross': 66789}",1 hr 20 min,Aug,2018,66789,65524,Aug 2018,Documentary
2330,Beuys,"Jan 17, 2018",['Documentary'],,,"{'domestic_gross': 65410, 'worldwide_gross': 86451}",1 hr 47 min,Jan,2018,86451,65410,Jan 2018,Documentary
2331,Feng Shui,"Sep 21, 2018","['Drama', 'History']",,,"{'domestic_gross': 64147, 'worldwide_gross': 15702302}",2 hr 13 min,Sep,2018,15702302,64147,Sep 2018,Drama
2332,Liz and the Blue Bird,"Nov 2, 2018","['Animation', 'Drama', 'Fantasy', 'Music']",,,"{'domestic_gross': 63204, 'worldwide_gross': 726454}",1 hr 30 min,Nov,2018,726454,63204,Nov 2018,Animation
2333,The Gardener,"Mar 30, 2018",['Documentary'],,,"{'domestic_gross': 62734, 'worldwide_gross': 62734}",1 hr 28 min,Mar,2018,62734,62734,Mar 2018,Documentary
2334,Never Goin' Back,"Aug 3, 2018","['Comedy', 'Crime', 'Drama']",R,,"{'domestic_gross': 61271, 'worldwide_gross': 61271}",1 hr 25 min,Aug,2018,61271,61271,Aug 2018,Comedy
2335,Walk With Me,"Aug 11, 2017",['Documentary'],,,"{'domestic_gross': 726726, 'worldwide_gross': 1606705}",1 hr 34 min,Aug,2017,1606705,726726,Aug 2017,Documentary
2336,Viper Club,"Oct 26, 2018",['Drama'],R,,"{'domestic_gross': 60607, 'worldwide_gross': 60607}",1 hr 49 min,Oct,2018,60607,60607,Oct 2018,Drama
2337,Where Is Kyra?,"Apr 6, 2018",['Drama'],R,,"{'domestic_gross': 59717, 'worldwide_gross': 74821}",1 hr 38 min,Apr,2018,74821,59717,Apr 2018,Drama
2338,Bomb City,"Feb 9, 2018","['Crime', 'Drama']",,,"{'domestic_gross': 59329, 'worldwide_gross': 59329}",1 hr 38 min,Feb,2018,59329,59329,Feb 2018,Crime
2339,Digimon Adventure tri. Part 4: Loss,"Feb 1, 2018","['Action', 'Adventure', 'Animation']",,,"{'domestic_gross': 59114, 'worldwide_gross': 59114}",1 hr 22 min,Feb,2018,59114,59114,Feb 2018,Action
2340,"Westwood: Punk, Icon, Activist","Jun 8, 2018",['Documentary'],,,"{'domestic_gross': 58979, 'worldwide_gross': 386856}",1 hr 23 min,Jun,2018,386856,58979,Jun 2018,Documentary
2341,A Kid Like Jake,"Jun 1, 2018","['Drama', 'Family']",R,,"{'domestic_gross': 58403, 'worldwide_gross': 60784}",1 hr 32 min,Jun,2018,60784,58403,Jun 2018,Drama
2342,My Friend Dahmer,"Nov 3, 2017","['Biography', 'Drama']",R,,"{'domestic_gross': 1361611, 'worldwide_gross': 1436751}",1 hr 47 min,Nov,2017,1436751,1361611,Nov 2017,Biography
2343,In Search of Greatness,"Nov 2, 2018",['Documentary'],PG-13,,"{'domestic_gross': 58090, 'worldwide_gross': 58090}",1 hr 17 min,Nov,2018,58090,58090,Nov 2018,Documentary
2344,Cynthia,"Aug 31, 2018","['Comedy', 'Horror']",,,"{'domestic_gross': 58177, 'worldwide_gross': 58177}",1 hr 29 min,Aug,2018,58177,58177,Aug 2018,Comedy
2345,Woman Walks Ahead,"Jun 29, 2018","['Biography', 'Drama', 'History', 'Western']",R,,"{'domestic_gross': 57528, 'worldwide_gross': 80912}",1 hr 41 min,Jun,2018,80912,57528,Jun 2018,Biography
2346,Black '47,"Sep 28, 2018","['Action', 'Drama']",R,,"{'domestic_gross': 57520, 'worldwide_gross': 2073063}",1 hr 40 min,Sep,2018,2073063,57520,Sep 2018,Action
2347,"Monrovia, Indiana","Oct 26, 2018",['Documentary'],,,"{'domestic_gross': 63944, 'worldwide_gross': 64596}",2 hr 23 min,Oct,2018,64596,63944,Oct 2018,Documentary
2348,Bhavesh Joshi Superhero,"Jun 1, 2018","['Action', 'Drama']",,,"{'domestic_gross': 57376, 'worldwide_gross': 81792}",2 hr 34 min,Jun,2018,81792,57376,Jun 2018,Action
2349,Ramen Heads,"Mar 16, 2018",['Documentary'],,,"{'domestic_gross': 57345, 'worldwide_gross': 57345}",1 hr 33 min,Mar,2018,57345,57345,Mar 2018,Documentary
2350,Django,"Jan 5, 2018","['Biography', 'Drama', 'Music', 'War']",,,"{'domestic_gross': 56556, 'worldwide_gross': 3876874}",1 hr 57 min,Jan,2018,3876874,56556,Jan 2018,Biography
2351,American Dream: Detroit,"May 15, 2018",['Documentary'],,,"{'domestic_gross': 55092, 'worldwide_gross': 55092}",,May,2018,55092,55092,May 2018,Documentary
2352,DAZN Boxing: Canelo Alvarez vs. Rocky Fielding,"Dec 15, 2018",['Sport'],,,"{'domestic_gross': 54916, 'worldwide_gross': 54916}",,Dec,2018,54916,54916,Dec 2018,Sport
2353,Digimon Adventure tri. Part 6: Future,"Sep 20, 2018","['Action', 'Adventure', 'Animation']",,,"{'domestic_gross': 54324, 'worldwide_gross': 54324}",1 hr 38 min,Sep,2018,54324,54324,Sep 2018,Action
2354,The Great Silence,"Mar 30, 2018",['Western'],,,"{'domestic_gross': 53074, 'worldwide_gross': 53074}",1 hr 45 min,Mar,2018,53074,53074,Mar 2018,Western
2355,Twiceland,"Dec 7, 2018","['Documentary', 'Music']",,,"{'domestic_gross': 52874, 'worldwide_gross': 186078}",,Dec,2018,186078,52874,Dec 2018,Documentary
2356,Digimon Adventure tri. Part 5: Coexistence,"May 10, 2018","['Action', 'Adventure', 'Animation']",,,"{'domestic_gross': 52339, 'worldwide_gross': 382119}",1 hr 29 min,May,2018,382119,52339,May 2018,Action
