,title,release_date,genres,mpaa,budget_cost,total_gross,runtime
1702,Justice Is Mind,18-Aug-13,"['Crime', 'Drama', 'Mystery', 'Sci-Fi']",,,"{'domestic_gross': 14360, 'worldwide_gross': 14360}",2 hr 33 min
1703,Peter and the Farm,4-Nov-16,['Documentary'],,,"{'domestic_gross': 18123, 'worldwide_gross': 18123}",1 hr 31 min
1704,My Annoying Brother,23-Dec-16,"['Comedy', 'Drama']",,,"{'domestic_gross': 51996, 'worldwide_gross': 19162324}",1 hr 50 min
1705,NightLights,29-Aug-14,['Drama'],R,,"{'domestic_gross': 21147, 'worldwide_gross': 21147}",1 hr 37 min
1706,National Bird,11-Nov-16,['Documentary'],,,"{'domestic_gross': 10656, 'worldwide_gross': 10656}",1 hr 32 min
1707,Made in France,23-Sep-16,"['Crime', 'Drama', 'Thriller']",,,"{'domestic_gross': 9956, 'worldwide_gross': 9956}",1 hr 29 min
1708,Black Panther,16-Feb-18,"['Action', 'Adventure', 'Sci-Fi']",PG-13,,"{'domestic_gross': 700059566, 'worldwide_gross': 1346913161}",2 hr 14 min
1709,Avengers: Infinity War,27-Apr-18,"['Action', 'Adventure', 'Sci-Fi']",PG-13,,"{'domestic_gross': 678815482, 'worldwide_gross': 2048359754}",2 hr 29 min
1710,Incredibles 2,15-Jun-18,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",PG,,"{'domestic_gross': 608581744, 'worldwide_gross': 1242805359}",1 hr 58 min
1711,Jurassic World: Fallen Kingdom,22-Jun-18,"['Action', 'Adventure', 'Sci-Fi']",PG-13,"$170,000,000 ","{'domestic_gross': 417719760, 'worldwide_gross': 1308467944}",2 hr 8 min
1712,Deadpool 2,18-May-18,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",R,"$110,000,000 ","{'domestic_gross': 318491426, 'worldwide_gross': 734546611}",1 hr 59 min
1713,The Grinch,9-Nov-18,"['Animation', 'Comedy', 'Family', 'Fantasy']",PG,"$75,000,000 ","{'domestic_gross': 270620950, 'worldwide_gross': 511595957}",1 hr 25 min
1714,Jumanji: Welcome to the Jungle,20-Dec-17,"['Action', 'Adventure', 'Comedy', 'Fantasy']",PG-13,"$90,000,000 ","{'domestic_gross': 404515480, 'worldwide_gross': 962077546}",1 hr 59 min
1715,Mission: Impossible - Fallout,27-Jul-18,"['Action', 'Adventure', 'Thriller']",PG-13,"$178,000,000 ","{'domestic_gross': 220159104, 'worldwide_gross': 791115104}",2 hr 27 min
1716,Ant-Man and the Wasp,6-Jul-18,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",PG-13,,"{'domestic_gross': 216648740, 'worldwide_gross': 622674139}",1 hr 58 min
1717,Solo: A Star Wars Story,25-May-18,"['Action', 'Adventure', 'Sci-Fi']",PG-13,"$275,000,000 ","{'domestic_gross': 213767512, 'worldwide_gross': 392924807}",2 hr 15 min
1718,Venom,5-Oct-18,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",PG-13,"$100,000,000 ","{'domestic_gross': 213515506, 'worldwide_gross': 856085151}",1 hr 52 min
1719,A Star Is Born,5-Oct-18,"['Drama', 'Music', 'Romance']",R,"$36,000,000 ","{'domestic_gross': 215288866, 'worldwide_gross': 436188866}",2 hr 16 min
1720,Aquaman,21-Dec-18,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",PG-13,,"{'domestic_gross': 335061807, 'worldwide_gross': 1148461807}",2 hr 23 min
1721,Bohemian Rhapsody,Live Aid,"['Biography', 'Drama', 'Music']",PG-13,"$52,000,000 ","{'domestic_gross': 216428042, 'worldwide_gross': 903655259}",2 hr 14 min
1722,A Quiet Place,6-Apr-18,"['Drama', 'Horror', 'Sci-Fi']",PG-13,"$17,000,000 ","{'domestic_gross': 188024361, 'worldwide_gross': 340939361}",1 hr 30 min
1723,Ralph Breaks the Internet,21-Nov-18,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",PG,"$175,000,000 ","{'domestic_gross': 201091711, 'worldwide_gross': 529323962}",1 hr 52 min
1724,Crazy Rich Asians,15-Aug-18,"['Comedy', 'Drama', 'Romance']",PG-13,"$30,000,000 ","{'domestic_gross': 174532921, 'worldwide_gross': 238532921}",2 hr
1725,Hotel Transylvania 3: Summer Vacation,13-Jul-18,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",PG,"$80,000,000 ","{'domestic_gross': 167510016, 'worldwide_gross': 528583774}",1 hr 37 min
1726,Halloween,19-Oct-18,"['Horror', 'Thriller']",R,"$10,000,000 ","{'domestic_gross': 159342015, 'worldwide_gross': 255485178}",1 hr 46 min
1727,Fantastic Beasts: The Crimes of Grindelwald,16-Nov-18,"['Adventure', 'Family', 'Fantasy']",PG-13,"$200,000,000 ","{'domestic_gross': 159555901, 'worldwide_gross': 654855901}",2 hr 14 min
1728,The Meg,10-Aug-18,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",PG-13,"$130,000,000 ","{'domestic_gross': 145443742, 'worldwide_gross': 530243742}",1 hr 53 min
1729,Ocean's 8,8-Jun-18,"['Action', 'Comedy', 'Crime', 'Thriller']",PG-13,"$70,000,000 ","{'domestic_gross': 140218711, 'worldwide_gross': 297718711}",1 hr 50 min
1730,Ready Player One,29-Mar-18,"['Action', 'Adventure', 'Sci-Fi']",PG-13,"$175,000,000 ","{'domestic_gross': 137690172, 'worldwide_gross': 582890172}",2 hr 20 min
1731,The Greatest Showman,20-Dec-17,"['Biography', 'Drama', 'Musical']",PG,"$84,000,000 ","{'domestic_gross': 174340174, 'worldwide_gross': 434993183}",1 hr 45 min
1732,Mamma Mia! Here We Go Again,20-Jul-18,"['Comedy', 'Musical', 'Romance']",PG-13,"$75,000,000 ","{'domestic_gross': 120634935, 'worldwide_gross': 395044706}",1 hr 54 min
1733,The Nun,7-Sep-18,"['Horror', 'Mystery', 'Thriller']",R,"$22,000,000 ","{'domestic_gross': 117450119, 'worldwide_gross': 365550119}",1 hr 36 min
1734,Peter Rabbit,9-Feb-18,"['Adventure', 'Comedy', 'Family', 'Fantasy']",PG,"$50,000,000 ","{'domestic_gross': 115253424, 'worldwide_gross': 351266433}",1 hr 35 min
1735,Creed II,21-Nov-18,"['Drama', 'Sport']",PG-13,"$50,000,000 ","{'domestic_gross': 115715889, 'worldwide_gross': 214215889}",2 hr 10 min
1736,Spider-Man: Into the Spider-Verse,14-Dec-18,"['Action', 'Adventure', 'Animation', 'Family', 'Sci-Fi']",PG,,"{'domestic_gross': 190241310, 'worldwide_gross': 375540831}",1 hr 57 min
1737,Mary Poppins Returns,19-Dec-18,"['Comedy', 'Family', 'Fantasy', 'Musical']",PG,"$130,000,000 ","{'domestic_gross': 171958438, 'worldwide_gross': 349537494}",2 hr 10 min
1738,Star Wars: Episode VIII - The Last Jedi,15-Dec-17,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",PG-13,"$317,000,000 ","{'domestic_gross': 620181382, 'worldwide_gross': 1332539889}",2 hr 32 min
1739,The Equalizer 2,20-Jul-18,"['Action', 'Crime', 'Thriller']",R,"$62,000,000 ","{'domestic_gross': 102084362, 'worldwide_gross': 190400157}",2 hr 1 min
1740,Rampage,13-Apr-18,"['Action', 'Adventure', 'Sci-Fi']",PG-13,"$120,000,000 ","{'domestic_gross': 101028233, 'worldwide_gross': 428028233}",1 hr 47 min
1741,A Wrinkle in Time,9-Mar-18,"['Adventure', 'Family', 'Fantasy', 'Sci-Fi']",PG,,"{'domestic_gross': 100478608, 'worldwide_gross': 132675864}",1 hr 49 min
1742,Fifty Shades Freed,9-Feb-18,"['Drama', 'Romance', 'Thriller']",R,"$55,000,000 ","{'domestic_gross': 100407760, 'worldwide_gross': 371985018}",1 hr 45 min
1743,Christopher Robin,3-Aug-18,"['Comedy', 'Drama', 'Family', 'Fantasy']",PG,"$75,000,000 ","{'domestic_gross': 99215042, 'worldwide_gross': 197744377}",1 hr 44 min
1744,I Can Only Imagine,16-Mar-18,"['Biography', 'Drama', 'Family', 'Music']",PG,"$7,000,000 ","{'domestic_gross': 83482352, 'worldwide_gross': 86071446}",1 hr 50 min
1745,Smallfoot,28-Sep-18,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",PG,,"{'domestic_gross': 83240103, 'worldwide_gross': 214040103}",1 hr 36 min
1746,The Post,22-Dec-17,"['Drama', 'Thriller']",PG-13,"$50,000,000 ","{'domestic_gross': 81903458, 'worldwide_gross': 179769457}",1 hr 56 min
1747,Night School,28-Sep-18,['Comedy'],PG-13,"$29,000,000 ","{'domestic_gross': 77339130, 'worldwide_gross': 103105878}",1 hr 51 min
1748,Bumblebee,21-Dec-18,"['Action', 'Adventure', 'Sci-Fi']",PG-13,"$135,000,000 ","{'domestic_gross': 127195589, 'worldwide_gross': 467989645}",1 hr 54 min
1749,The First Purge,4-Jul-18,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",R,"$13,000,000 ","{'domestic_gross': 69488745, 'worldwide_gross': 137056262}",1 hr 37 min
1750,Game Night,23-Feb-18,"['Action', 'Comedy', 'Crime', 'Mystery']",R,"$37,000,000 ","{'domestic_gross': 69179066, 'worldwide_gross': 117679066}",1 hr 40 min
1751,Book Club,18-May-18,"['Comedy', 'Drama', 'Romance']",PG-13,,"{'domestic_gross': 68566296, 'worldwide_gross': 104438188}",1 hr 44 min
1752,The House with a Clock in Its Walls,21-Sep-18,"['Comedy', 'Family', 'Fantasy', 'Sci-Fi']",PG,"$42,000,000 ","{'domestic_gross': 68549695, 'worldwide_gross': 131457147}",1 hr 45 min
1753,Skyscraper,13-Jul-18,"['Action', 'Adventure', 'Thriller']",PG-13,"$125,000,000 ","{'domestic_gross': 68420120, 'worldwide_gross': 304868961}",1 hr 42 min
1754,Insidious: The Last Key,5-Jan-18,"['Horror', 'Mystery', 'Thriller']",PG-13,"$10,000,000 ","{'domestic_gross': 67745330, 'worldwide_gross': 167885588}",1 hr 43 min
1755,Instant Family,16-Nov-18,"['Comedy', 'Drama']",PG-13,"$48,000,000 ","{'domestic_gross': 67363237, 'worldwide_gross': 120556201}",1 hr 58 min
1756,The Mule,14-Dec-18,"['Crime', 'Drama', 'Thriller']",R,"$50,000,000 ","{'domestic_gross': 103804407, 'worldwide_gross': 174804407}",1 hr 56 min
1757,Blockers,6-Apr-18,['Comedy'],R,"$21,000,000 ","{'domestic_gross': 60311495, 'worldwide_gross': 94017294}",1 hr 42 min
1758,Pacific Rim: Uprising,23-Mar-18,"['Action', 'Adventure', 'Sci-Fi']",PG-13,"$150,000,000 ","{'domestic_gross': 59874525, 'worldwide_gross': 290930148}",1 hr 51 min
1759,Tomb Raider,16-Mar-18,"['Action', 'Adventure', 'Fantasy', 'Thriller']",PG-13,"$94,000,000 ","{'domestic_gross': 58250803, 'worldwide_gross': 274650803}",1 hr 59 min
1760,Maze Runner: The Death Cure,26-Jan-18,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",PG-13,"$62,000,000 ","{'domestic_gross': 58032443, 'worldwide_gross': 288175335}",2 hr 23 min
1761,Tag,15-Jun-18,['Comedy'],R,"$28,000,000 ","{'domestic_gross': 54730625, 'worldwide_gross': 78130625}",1 hr 40 min
1762,The Nutcracker and the Four Realms,2-Nov-18,"['Adventure', 'Family', 'Fantasy']",PG,"$120,000,000 ","{'domestic_gross': 54858851, 'worldwide_gross': 173961069}",1 hr 39 min
1763,A Simple Favor,14-Sep-18,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",R,"$20,000,000 ","{'domestic_gross': 53548586, 'worldwide_gross': 97644617}",1 hr 57 min
1764,Life of the Party,11-May-18,['Comedy'],PG-13,,"{'domestic_gross': 53059911, 'worldwide_gross': 65859911}",1 hr 45 min
1765,The Predator,14-Sep-18,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",R,"$88,000,000 ","{'domestic_gross': 51024708, 'worldwide_gross': 160542134}",1 hr 47 min
1766,Overboard,4-May-18,"['Comedy', 'Romance']",PG-13,"$12,000,000 ","{'domestic_gross': 50316123, 'worldwide_gross': 91244913}",1 hr 52 min
1767,Sicario: Day of the Soldado,29-Jun-18,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",R,"$35,000,000 ","{'domestic_gross': 50072235, 'worldwide_gross': 75837743}",2 hr 2 min
1768,I Feel Pretty,20-Apr-18,"['Comedy', 'Romance']",PG-13,"$32,000,000 ","{'domestic_gross': 48795601, 'worldwide_gross': 94539426}",1 hr 50 min
1769,BlacKkKlansman,10-Aug-18,"['Biography', 'Crime', 'Drama']",R,"$15,000,000 ","{'domestic_gross': 49275340, 'worldwide_gross': 93400823}",2 hr 15 min
1770,The Shape of Water,1-Dec-17,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Thriller']",R,,"{'domestic_gross': 63859435, 'worldwide_gross': 195333312}",2 hr 3 min
1771,Red Sparrow,2-Mar-18,"['Action', 'Drama', 'Thriller']",R,"$69,000,000 ","{'domestic_gross': 46874505, 'worldwide_gross': 151572634}",2 hr 20 min
1772,Breaking In,11-May-18,"['Action', 'Crime', 'Drama', 'Thriller']",PG-13,"$6,000,000 ","{'domestic_gross': 46840590, 'worldwide_gross': 51411620}",1 hr 28 min
1773,Goosebumps 2: Haunted Halloween,12-Oct-18,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Horror']",PG,"$35,000,000 ","{'domestic_gross': 46700633, 'worldwide_gross': 93320380}",1 hr 30 min
1774,12 Strong,19-Jan-18,"['Action', 'Drama', 'History', 'War']",R,,"{'domestic_gross': 45819713, 'worldwide_gross': 67450815}",2 hr 10 min
1775,Den of Thieves,19-Jan-18,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",R,,"{'domestic_gross': 44947622, 'worldwide_gross': 80509622}",2 hr 20 min
1776,First Man,12-Oct-18,"['Biography', 'Drama', 'History']",PG-13,"$59,000,000 ","{'domestic_gross': 44936545, 'worldwide_gross': 105697415}",2 hr 21 min
1777,Hereditary,8-Jun-18,"['Drama', 'Horror', 'Mystery', 'Thriller']",R,,"{'domestic_gross': 44069456, 'worldwide_gross': 80200936}",2 hr 7 min
1778,Tyler Perry's Acrimony,30-Mar-18,"['Drama', 'Romance', 'Thriller']",R,,"{'domestic_gross': 43549096, 'worldwide_gross': 46403669}",2 hr
1779,Sherlock Gnomes,23-Mar-18,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Mystery', 'Romance']",PG,"$59,000,000 ","{'domestic_gross': 43242871, 'worldwide_gross': 90497778}",1 hr 26 min
1780,Uncle Drew,29-Jun-18,"['Comedy', 'Sport']",PG-13,,"{'domestic_gross': 42469946, 'worldwide_gross': 46664414}",1 hr 43 min
1781,Widows,16-Nov-18,"['Crime', 'Drama', 'Thriller']",R,"$42,000,000 ","{'domestic_gross': 42402632, 'worldwide_gross': 75984700}",2 hr 9 min
1782,Pitch Perfect 3,22-Dec-17,"['Comedy', 'Music']",PG-13,"$45,000,000 ","{'domestic_gross': 104897530, 'worldwide_gross': 185400345}",1 hr 33 min
1783,Truth or Dare,13-Apr-18,"['Horror', 'Thriller']",PG-13,"$3,500,000 ","{'domestic_gross': 41411015, 'worldwide_gross': 95330493}",1 hr 40 min
1784,Paddington 2,12-Jan-18,"['Adventure', 'Comedy', 'Family', 'Fantasy']",PG,,"{'domestic_gross': 40891591, 'worldwide_gross': 227978523}",1 hr 43 min
1785,"Love, Simon",16-Mar-18,"['Comedy', 'Drama', 'Romance']",PG-13,"$17,000,000 ","{'domestic_gross': 40826341, 'worldwide_gross': 66316289}",1 hr 50 min
1786,Darkest Hour,22-Nov-17,"['Biography', 'Drama', 'Family', 'History', 'Thriller', 'War']",PG-13,,"{'domestic_gross': 56468410, 'worldwide_gross': 150847207}",2 hr 5 min
1787,The Commuter,12-Jan-18,"['Action', 'Mystery', 'Thriller']",PG-13,,"{'domestic_gross': 36343858, 'worldwide_gross': 119942387}",1 hr 45 min
1788,The 15:17 to Paris,9-Feb-18,"['Biography', 'Drama', 'Thriller']",PG-13,"$30,000,000 ","{'domestic_gross': 36276286, 'worldwide_gross': 57076286}",1 hr 34 min
1789,Mile 22,17-Aug-18,"['Action', 'Thriller']",R,"$50,000,000 ","{'domestic_gross': 36108758, 'worldwide_gross': 66308758}",1 hr 34 min
1790,Alpha,17-Aug-18,"['Action', 'Adventure', 'Drama', 'Family']",PG-13,"$51,000,000 ","{'domestic_gross': 35857181, 'worldwide_gross': 98203196}",1 hr 36 min
1791,Peppermint,7-Sep-18,"['Action', 'Drama', 'Thriller']",R,"$25,000,000 ","{'domestic_gross': 35418723, 'worldwide_gross': 53918723}",1 hr 41 min
1792,Death Wish,2-Mar-18,"['Action', 'Crime', 'Drama', 'Thriller']",R,"$30,000,000 ","{'domestic_gross': 34017028, 'worldwide_gross': 49562710}",1 hr 47 min
1793,The Spy Who Dumped Me,3-Aug-18,"['Action', 'Adventure', 'Comedy']",R,"$40,000,000 ","{'domestic_gross': 33562069, 'worldwide_gross': 75320680}",1 hr 57 min
1794,Annihilation,23-Feb-18,"['Adventure', 'Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",R,"$40,000,000 ","{'domestic_gross': 32732301, 'worldwide_gross': 43070915}",1 hr 55 min
1795,Green Book,16-Nov-18,"['Biography', 'Comedy', 'Drama', 'Music']",PG-13,"$23,000,000 ","{'domestic_gross': 85080171, 'worldwide_gross': 321752656}",2 hr 10 min
1796,Isle of Dogs,23-Mar-18,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Fantasy', 'Sci-Fi']",PG-13,,"{'domestic_gross': 32015231, 'worldwide_gross': 64241499}",1 hr 41 min
1797,Nobody's Fool,2-Nov-18,"['Comedy', 'Drama', 'Romance']",R,"$19,000,000 ","{'domestic_gross': 31713110, 'worldwide_gross': 33705333}",1 hr 50 min
1798,Adrift,1-Jun-18,"['Action', 'Adventure', 'Biography', 'Drama', 'Romance', 'Thriller']",PG-13,"$35,000,000 ","{'domestic_gross': 31445012, 'worldwide_gross': 59945012}",1 hr 36 min
1799,Ferdinand,15-Dec-17,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",PG,"$111,000,000 ","{'domestic_gross': 84410380, 'worldwide_gross': 296069199}",1 hr 48 min
1800,Robin Hood,21-Nov-18,"['Action', 'Adventure', 'Drama', 'Thriller']",PG-13,"$100,000,000 ","{'domestic_gross': 30824628, 'worldwide_gross': 86489031}",1 hr 56 min
1801,Super Troopers 2,20-Apr-18,"['Comedy', 'Crime', 'Mystery']",R,"$13,500,000 ","{'domestic_gross': 30617396, 'worldwide_gross': 31626386}",1 hr 39 min
1802,Slender Man,10-Aug-18,"['Horror', 'Mystery', 'Thriller']",PG-13,"$10,000,000 ","{'domestic_gross': 30569484, 'worldwide_gross': 51738549}",1 hr 33 min
1803,"Three Billboards Outside Ebbing, Missouri",10-Nov-17,"['Comedy', 'Crime', 'Drama']",R,,"{'domestic_gross': 54513740, 'worldwide_gross': 160192031}",1 hr 55 min
1804,Coco,22-Nov-17,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Music', 'Mystery']",PG,,"{'domestic_gross': 209726015, 'worldwide_gross': 807082196}",1 hr 45 min
1805,Teen Titans GO! to the Movies,27-Jul-18,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Sci-Fi']",PG,"$10,000,000 ","{'domestic_gross': 29790236, 'worldwide_gross': 52090236}",1 hr 24 min
1806,Hostiles,22-Dec-17,"['Drama', 'Western']",R,,"{'domestic_gross': 29819114, 'worldwide_gross': 35669017}",2 hr 14 min
1807,The Hate U Give,5-Oct-18,"['Crime', 'Drama']",PG-13,"$23,000,000 ","{'domestic_gross': 29719483, 'worldwide_gross': 34934009}",2 hr 13 min
1808,"I, Tonya",8-Dec-17,"['Biography', 'Comedy', 'Drama', 'Sport']",R,,"{'domestic_gross': 30014539, 'worldwide_gross': 53939297}",1 hr 59 min
1809,Searching,24-Aug-18,"['Drama', 'Mystery', 'Thriller']",PG-13,,"{'domestic_gross': 26020957, 'worldwide_gross': 75462037}",1 hr 42 min
1810,Winchester,2-Feb-18,"['Biography', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",PG-13,,"{'domestic_gross': 25091816, 'worldwide_gross': 44019588}",1 hr 39 min
1811,The Strangers: Prey at Night,9-Mar-18,['Horror'],R,,"{'domestic_gross': 24586708, 'worldwide_gross': 31039126}",1 hr 25 min
1812,White Boy Rick,14-Sep-18,"['Crime', 'Drama']",R,"$29,000,000 ","{'domestic_gross': 24011188, 'worldwide_gross': 25957482}",1 hr 51 min
1813,Second Act,21-Dec-18,"['Comedy', 'Drama', 'Romance']",PG-13,"$16,000,000 ","{'domestic_gross': 39282227, 'worldwide_gross': 72282227}",1 hr 43 min
1814,Molly's Game,25-Dec-17,"['Biography', 'Crime', 'Drama']",R,,"{'domestic_gross': 28780744, 'worldwide_gross': 59284015}",2 hr 20 min
1815,Won't You Be My Neighbor?,8-Jun-18,"['Biography', 'Documentary']",PG-13,,"{'domestic_gross': 22835787, 'worldwide_gross': 22843944}",1 hr 35 min
1816,Overlord,9-Nov-18,"['Action', 'Adventure', 'Horror', 'Mystery', 'Sci-Fi', 'War']",R,"$38,000,000 ","{'domestic_gross': 21704844, 'worldwide_gross': 41657844}",1 hr 50 min
1817,Holmes & Watson,25-Dec-18,"['Comedy', 'Crime', 'Mystery']",PG-13,"$42,000,000 ","{'domestic_gross': 30573626, 'worldwide_gross': 40466970}",1 hr 30 min
1818,Proud Mary,12-Jan-18,"['Action', 'Crime', 'Drama', 'Thriller']",R,"$14,000,000 ","{'domestic_gross': 20877013, 'worldwide_gross': 21753365}",1 hr 29 min
1819,The Happytime Murders,24-Aug-18,"['Action', 'Comedy', 'Crime', 'Mystery', 'Thriller']",R,"$40,000,000 ","{'domestic_gross': 20706452, 'worldwide_gross': 27506452}",1 hr 31 min
1820,Phantom Thread,25-Dec-17,"['Drama', 'Romance']",R,,"{'domestic_gross': 21198205, 'worldwide_gross': 47756590}",2 hr 10 min
1821,SuperFly,13-Jun-18,"['Action', 'Crime', 'Thriller']",R,"$16,000,000 ","{'domestic_gross': 20545116, 'worldwide_gross': 20780685}",1 hr 56 min
1822,Vice,25-Dec-18,"['Biography', 'Comedy', 'Drama']",R,,"{'domestic_gross': 47836282, 'worldwide_gross': 76073488}",2 hr 12 min
1823,Show Dogs,18-May-18,"['Adventure', 'Comedy', 'Family']",PG,,"{'domestic_gross': 17857020, 'worldwide_gross': 39156854}",1 hr 32 min
1824,Bad Times at the El Royale,12-Oct-18,"['Crime', 'Drama', 'Mystery', 'Thriller']",R,"$32,000,000 ","{'domestic_gross': 17839115, 'worldwide_gross': 31882724}",2 hr 21 min
1825,Operation Finale,29-Aug-18,"['Biography', 'Drama', 'History', 'Thriller', 'War']",PG-13,"$24,000,000 ","{'domestic_gross': 17612099, 'worldwide_gross': 17612099}",2 hr 2 min
1826,"Paul, Apostle of Christ",23-Mar-18,"['Adventure', 'Biography', 'Drama', 'History']",PG-13,"$5,000,000 ","{'domestic_gross': 17560475, 'worldwide_gross': 25915966}",1 hr 48 min
1827,Lady Bird,3-Nov-17,"['Comedy', 'Drama']",R,,"{'domestic_gross': 48958273, 'worldwide_gross': 78965611}",1 hr 34 min
1828,Sorry to Bother You,6-Jul-18,"['Comedy', 'Fantasy', 'Sci-Fi']",R,,"{'domestic_gross': 17493096, 'worldwide_gross': 18170707}",1 hr 52 min
1829,Chappaquiddick,6-Apr-18,"['Drama', 'History', 'Thriller']",PG-13,,"{'domestic_gross': 17395520, 'worldwide_gross': 18263470}",1 hr 46 min
1830,Forever My Girl,19-Jan-18,"['Drama', 'Music', 'Romance']",PG,"$3,500,000 ","{'domestic_gross': 16376066, 'worldwide_gross': 16376066}",1 hr 48 min
1831,The Favourite,23-Nov-18,"['Biography', 'Comedy', 'Drama', 'History']",R,,"{'domestic_gross': 34366783, 'worldwide_gross': 95918706}",1 hr 59 min
1832,Hunter Killer,26-Oct-18,"['Action', 'Thriller']",R,"$40,000,000 ","{'domestic_gross': 15767460, 'worldwide_gross': 31672678}",2 hr 1 min
1833,Mortal Engines,14-Dec-18,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",PG-13,,"{'domestic_gross': 15951040, 'worldwide_gross': 83672673}",2 hr 8 min
1834,The Girl in the Spider's Web,9-Nov-18,"['Action', 'Crime', 'Drama', 'Thriller']",R,"$43,000,000 ","{'domestic_gross': 14841338, 'worldwide_gross': 35164920}",1 hr 55 min
1835,The Possession of Hannah Grace,30-Nov-18,"['Horror', 'Mystery', 'Thriller']",R,"$7,700,000 ","{'domestic_gross': 14837422, 'worldwide_gross': 43016528}",1 hr 26 min
1836,RBG,4-May-18,"['Biography', 'Documentary']",PG,,"{'domestic_gross': 14017361, 'worldwide_gross': 14441292}",1 hr 38 min
1837,Eighth Grade,13-Jul-18,"['Comedy', 'Drama']",R,,"{'domestic_gross': 13539709, 'worldwide_gross': 14347433}",1 hr 33 min
1838,Call Me by Your Name,24-Nov-17,"['Drama', 'Romance']",R,,"{'domestic_gross': 18095701, 'worldwide_gross': 41887595}",2 hr 12 min
1839,The Darkest Minds,3-Aug-18,"['Action', 'Adventure', 'Drama', 'Romance', 'Sci-Fi', 'Thriller']",PG-13,"$34,000,000 ","{'domestic_gross': 12695691, 'worldwide_gross': 41142379}",1 hr 44 min
1840,All the Money in the World,25-Dec-17,"['Biography', 'Crime', 'Drama', 'Mystery', 'Thriller']",R,,"{'domestic_gross': 25113707, 'worldwide_gross': 56996304}",2 hr 12 min
1841,Three Identical Strangers,29-Jun-18,"['Biography', 'Documentary', 'Drama', 'History', 'Mystery']",PG-13,,"{'domestic_gross': 12320845, 'worldwide_gross': 13448497}",1 hr 36 min
1842,Upgrade,1-Jun-18,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",R,,"{'domestic_gross': 11977130, 'worldwide_gross': 16593554}",1 hr 40 min
1843,Padmaavat,25-Jan-18,"['Drama', 'History', 'Romance', 'War']",,,"{'domestic_gross': 11846060, 'worldwide_gross': 22991060}",2 hr 44 min
1844,Free Solo,28-Sep-18,"['Adventure', 'Documentary', 'Sport']",PG-13,,"{'domestic_gross': 17541090, 'worldwide_gross': 29318861}",1 hr 40 min
1845,The Old Man & the Gun,28-Sep-18,"['Biography', 'Comedy', 'Crime', 'Drama', 'Romance']",PG-13,,"{'domestic_gross': 11277120, 'worldwide_gross': 17860397}",1 hr 33 min
1846,Hell Fest,28-Sep-18,"['Horror', 'Thriller']",R,"$5,500,000 ","{'domestic_gross': 11107431, 'worldwide_gross': 18159691}",1 hr 29 min
1847,Wonder,17-Nov-17,"['Drama', 'Family']",PG,,"{'domestic_gross': 132422809, 'worldwide_gross': 305937718}",1 hr 53 min
1848,The Miracle Season,6-Apr-18,"['Drama', 'Sport']",PG,,"{'domestic_gross': 10230620, 'worldwide_gross': 10230620}",1 hr 41 min
1849,Mary Queen of Scots,7-Dec-18,"['Biography', 'Drama', 'History']",R,,"{'domestic_gross': 16468499, 'worldwide_gross': 46710283}",2 hr 4 min
1850,Midnight Sun,23-Mar-18,"['Drama', 'Romance']",PG-13,,"{'domestic_gross': 9561064, 'worldwide_gross': 27365467}",1 hr 31 min
1851,Tully,4-May-18,"['Comedy', 'Drama', 'Mystery']",R,,"{'domestic_gross': 9369755, 'worldwide_gross': 15636462}",1 hr 35 min
1852,Traffik,20-Apr-18,"['Action', 'Crime', 'Drama', 'Thriller']",R,,"{'domestic_gross': 9186156, 'worldwide_gross': 9515914}",1 hr 36 min
